month,state,totals
2017-06,Montana,9901
2017-06,Nebraska,4265
2017-06,Nevada,10602
2017-06,New Hampshire,9184
2017-06,New Jersey,7790
2017-06,New Mexico,11398
2017-06,New York,27677
2017-06,North Carolina,39169
2017-06,North Dakota,4939
2017-06,Ohio,53164
2017-06,Oklahoma,24632
2017-06,Oregon,27103
2017-06,Pennsylvania,76201
2017-06,Puerto Rico,1631
2017-06,Rhode Island,1899
2017-06,South Carolina,32995
2017-06,South Dakota,6704
2017-06,Tennessee,52959
2017-06,Texas,118091
2017-06,Utah,22138
2017-06,Vermont,2382
2017-06,Virgin Islands,153
2017-06,Virginia,36838
2017-06,Washington,46023
2017-06,West Virginia,14498
2017-06,Wisconsin,36267
2017-06,Wyoming,3975
2017-05,Alabama,33331
2017-05,Alaska,6442
2017-05,Arizona,28734
2017-05,Arkansas,16749
2017-05,California,129307
2017-05,Colorado,36008
2017-05,Connecticut,16149
2017-05,Delaware,4012
2017-05,District of Columbia,82
2017-05,Florida,96556
2017-05,Georgia,36905
2017-05,Guam,157
2017-05,Hawaii,1117
2017-05,Idaho,13065
2017-05,Illinois,121746
2017-05,Indiana,54347
2017-05,Iowa,10232
2017-05,Kansas,12337
2017-05,Kentucky,391740
2017-05,Louisiana,21311
2017-05,Maine,7200
2017-05,Mariana Islands,12
2017-05,Maryland,11660
2017-05,Massachusetts,16651
2017-05,Michigan,38548
2017-05,Minnesota,55570
2017-05,Mississippi,15680
2017-05,Missouri,34965
2017-05,Montana,9418
2017-05,Nebraska,5025
2017-05,Nevada,9803
2017-05,New Hampshire,8868
2017-05,New Jersey,8694
2017-05,New Mexico,11291
2017-05,New York,31294
2017-05,North Carolina,39413
2017-05,North Dakota,4654
2017-05,Ohio,56229
2017-05,Oklahoma,22693
2017-05,Oregon,26466
2017-05,Pennsylvania,79725
2017-05,Puerto Rico,1600
2017-05,Rhode Island,1883
2017-05,South Carolina,31248
2017-05,South Dakota,7004
2017-05,Tennessee,57763
2017-05,Texas,109732
2017-05,Utah,23844
2017-05,Vermont,2577
2017-05,Virgin Islands,79
2017-05,Virginia,36007
2017-05,Washington,45816
2017-05,West Virginia,15085
2017-05,Wisconsin,37888
2017-05,Wyoming,4128
2017-04,Alabama,32652
2017-04,Alaska,6983
2017-04,Arizona,32052
2017-04,Arkansas,16452
2017-04,California,132190
2017-04,Colorado,39989
2017-04,Connecticut,16406
2017-04,Delaware,4296
2017-04,District of Columbia,104
2017-04,Florida,103641
2017-04,Georgia,37829
2017-04,Guam,147
2017-04,Hawaii,888
2017-04,Idaho,15234
2017-04,Illinois,135507
2017-04,Indiana,63298
2017-04,Iowa,13017
2017-04,Kansas,15139
2017-04,Kentucky,392685
2017-04,Louisiana,22065
2017-04,Maine,8115
2017-04,Mariana Islands,13
2017-04,Maryland,13182
2017-04,Massachusetts,17866
2017-04,Michigan,41939
2017-04,Minnesota,71484
2017-04,Mississippi,16803
2017-04,Missouri,40019
2017-04,Montana,10293
2017-04,Nebraska,5745
2017-04,Nevada,10588
2017-04,New Hampshire,10792
2017-04,New Jersey,9119
2017-04,New Mexico,12748
2017-04,New York,33113
2017-04,North Carolina,39992
2017-04,North Dakota,6504
2017-04,Ohio,66800
2017-04,Oklahoma,27478
2017-04,Oregon,27936
2017-04,Pennsylvania,85908
2017-04,Puerto Rico,1387
2017-04,Rhode Island,2133
2017-04,South Carolina,30218
2017-04,South Dakota,7857
2017-04,Tennessee,57852
2017-04,Texas,109961
2017-04,Utah,23177
2017-04,Vermont,3818
2017-04,Virgin Islands,111
2017-04,Virginia,48631
2017-04,Washington,47895
2017-04,West Virginia,16988
2017-04,Wisconsin,45872
2017-04,Wyoming,4269
2017-03,Alabama,48769
2017-03,Alaska,6971
2017-03,Arizona,38170
2017-03,Arkansas,23290
2017-03,California,146592
2017-03,Colorado,45645
2017-03,Connecticut,18787
2017-03,Delaware,5527
2017-03,District of Columbia,111
2017-03,Florida,122716
2017-03,Georgia,57235
2017-03,Guam,136
2017-03,Hawaii,1090
2017-03,Idaho,16675
2017-03,Illinois,163728
2017-03,Indiana,79624
2017-03,Iowa,20026
2017-03,Kansas,17891
2017-03,Kentucky,397959
2017-03,Louisiana,29310
2017-03,Maine,9632
2017-03,Mariana Islands,11
2017-03,Maryland,15769
2017-03,Massachusetts,21059
2017-03,Michigan,54452
2017-03,Minnesota,77749
2017-03,Mississippi,24421
2017-03,Missouri,52928
2017-03,Montana,12396
2017-03,Nebraska,7337
2017-03,Nevada,14158
2017-03,New Hampshire,13529
2017-03,New Jersey,10993
2017-03,New Mexico,14963
2017-03,New York,35608
2017-03,North Carolina,55574
2017-03,North Dakota,6461
2017-03,Ohio,81153
2017-03,Oklahoma,30518
2017-03,Oregon,32423
2017-03,Pennsylvania,110334
2017-03,Puerto Rico,1560
2017-03,Rhode Island,2553
2017-03,South Carolina,43113
2017-03,South Dakota,9770
2017-03,Tennessee,74655
2017-03,Texas,144270
2017-03,Utah,26941
2017-03,Vermont,4051
2017-03,Virgin Islands,96
2017-03,Virginia,49368
2017-03,Washington,58069
2017-03,West Virginia,22529
2017-03,Wisconsin,58739
2017-03,Wyoming,5315
2017-02,Alabama,46251
2017-02,Alaska,5917
2017-02,Arizona,37388
2017-02,Arkansas,22548
2017-02,California,129885
2017-02,Colorado,43577
2017-02,Connecticut,15209
2017-02,Delaware,5066
2017-02,District of Columbia,93
2017-02,Florida,117892
2017-02,Georgia,53177
2017-02,Guam,132
2017-02,Hawaii,1037
2017-02,Idaho,14936
2017-02,Illinois,139697
2017-02,Indiana,136193
2017-02,Iowa,15025
2017-02,Kansas,19211
2017-02,Kentucky,313748
2017-02,Louisiana,27684
2017-02,Maine,7731
2017-02,Maryland,14852
2017-02,Massachusetts,18130
2017-02,Michigan,48382
2017-02,Minnesota,62051
2017-02,Mississippi,24043
2017-02,Missouri,50850
2017-02,Montana,10386
2017-02,Nebraska,7122
2017-02,Nevada,11765
2017-02,New Hampshire,12282
2017-02,New Jersey,9601
2017-02,New Mexico,15364
2017-02,New York,31910
2017-02,North Carolina,51627
2017-02,North Dakota,6193
2017-02,Ohio,74257
2017-02,Oklahoma,30840
2017-02,Oregon,29183
2017-02,Pennsylvania,95585
2017-02,Puerto Rico,1259
2017-02,Rhode Island,2354
2017-02,South Carolina,41969
2017-02,South Dakota,9754
2017-02,Tennessee,69264
2017-02,Texas,137470
2017-02,Utah,24889
2017-02,Vermont,3594
2017-02,Virgin Islands,106
2017-02,Virginia,47038
2017-02,Washington,52154
2017-02,West Virginia,22449
2017-02,Wisconsin,50720
2017-02,Wyoming,4554
2017-01,Alabama,41542
2017-01,Alaska,4500
2017-01,Arizona,31366
2017-01,Arkansas,16762
2017-01,California,130365
2017-01,Colorado,37047
2017-01,Connecticut,15073
2017-01,Delaware,4299
2017-01,District of Columbia,81
2017-01,Florida,104576
2017-01,Georgia,44615
2017-01,Guam,205
2017-01,Hawaii,866
2017-01,Idaho,11146
2017-01,Illinois,138008
2017-01,Indiana,80412
2017-01,Iowa,15707
2017-01,Kansas,15049
2017-01,Kentucky,345924
2017-01,Louisiana,27709
2017-01,Maine,6865
2017-01,Maryland,13368
2017-01,Massachusetts,19996
2017-01,Michigan,39067
2017-01,Minnesota,85322
2017-01,Mississippi,17113
2017-01,Missouri,39098
2017-01,Montana,7994
2017-01,Nebraska,6205
2017-01,Nevada,10013
2017-01,New Hampshire,12067
2017-01,New Jersey,9274
2017-01,New Mexico,10966
2017-01,New York,31567
2017-01,North Carolina,46548
2017-01,North Dakota,4933
2017-01,Ohio,58574
2017-01,Oklahoma,24547
2017-01,Oregon,22210
2017-01,Pennsylvania,85948
2017-01,Puerto Rico,1332
2017-01,Rhode Island,2147
2017-01,South Carolina,31829
2017-01,South Dakota,7614
2017-01,Tennessee,83613
2017-01,Texas,117903
2017-01,Utah,18314
2017-01,Vermont,2691
2017-01,Virgin Islands,88
2017-01,Virginia,37369
2017-01,Washington,46027
2017-01,West Virginia,15772
2017-01,Wisconsin,46775
2017-01,Wyoming,3705
2016-12,Alabama,62014
2016-12,Alaska,8786
2016-12,Arizona,44887
2016-12,Arkansas,29926
2016-12,California,298161
2016-12,Colorado,55428
2016-12,Connecticut,17825
2016-12,Delaware,6356
2016-12,District of Columbia,71
2016-12,Florida,144983
2016-12,Georgia,68269
2016-12,Guam,172
2016-12,Hawaii,1141
2016-12,Idaho,17034
2016-12,Illinois,137994
2016-12,Indiana,95672
2016-12,Iowa,18090
2016-12,Kansas,22282
2016-12,Kentucky,397059
2016-12,Louisiana,51493
2016-12,Maine,10528
2016-12,Maryland,17984
2016-12,Massachusetts,19842
2016-12,Michigan,47834
2016-12,Minnesota,60056
2016-12,Mississippi,36091
2016-12,Missouri,63289
2016-12,Montana,12610
2016-12,Nebraska,8790
2016-12,Nevada,14889
2016-12,New Hampshire,14305
2016-12,New Jersey,10577
2016-12,New Mexico,17518
2016-12,New York,40292
2016-12,North Carolina,65145
2016-12,North Dakota,6261
2016-12,Ohio,88178
2016-12,Oklahoma,43082
2016-12,Oregon,35754
2016-12,Pennsylvania,111913
2016-12,Puerto Rico,1664
2016-12,Rhode Island,2542
2016-12,South Carolina,43044
2016-12,South Dakota,10739
2016-12,Tennessee,74884
2016-12,Texas,181572
2016-12,Utah,29485
2016-12,Vermont,3977
2016-12,Virgin Islands,67
2016-12,Virginia,62649
2016-12,Washington,59181
2016-12,West Virginia,27242
2016-12,Wisconsin,56928
2016-12,Wyoming,6560
2016-11,Alabama,50477
2016-11,Alaska,8514
2016-11,Arizona,39722
2016-11,Arkansas,26901
2016-11,California,224039
2016-11,Colorado,54418
2016-11,Connecticut,17223
2016-11,Delaware,5791
2016-11,District of Columbia,56
2016-11,Florida,134638
2016-11,Georgia,58723
2016-11,Guam,176
2016-11,Hawaii,1347
2016-11,Idaho,13965
2016-11,Illinois,161604
2016-11,Indiana,92535
2016-11,Iowa,18540
2016-11,Kansas,22646
2016-11,Kentucky,330444
2016-11,Louisiana,39979
2016-11,Maine,10506
2016-11,Mariana Islands,4
2016-11,Maryland,17647
2016-11,Massachusetts,21581
2016-11,Michigan,56137
2016-11,Minnesota,62666
2016-11,Mississippi,29113
2016-11,Missouri,57501
2016-11,Montana,12074
2016-11,Nebraska,9086
2016-11,Nevada,14476
2016-11,New Hampshire,15256
2016-11,New Jersey,11317
2016-11,New Mexico,15116
2016-11,New York,43009
2016-11,North Carolina,59658
2016-11,North Dakota,6494
2016-11,Ohio,88928
2016-11,Oklahoma,40123
2016-11,Oregon,33555
2016-11,Pennsylvania,118378
2016-11,Puerto Rico,1590
2016-11,Rhode Island,2658
2016-11,South Carolina,39711
2016-11,South Dakota,11622
2016-11,Tennessee,74722
2016-11,Texas,157519
2016-11,Utah,26928
2016-11,Vermont,3503
2016-11,Virgin Islands,76
2016-11,Virginia,58362
2016-11,Washington,56963
2016-11,West Virginia,25378
2016-11,Wisconsin,65277
2016-11,Wyoming,5814
2016-10,Alabama,43251
2016-10,Alaska,9383
2016-10,Arizona,34134
2016-10,Arkansas,22709
2016-10,California,180968
2016-10,Colorado,45337
2016-10,Connecticut,16048
2016-10,Delaware,5757
2016-10,District of Columbia,61
2016-10,Florida,111657
2016-10,Georgia,48308
2016-10,Guam,220
2016-10,Hawaii,1277
2016-10,Idaho,14160
2016-10,Illinois,169348
2016-10,Indiana,72085
2016-10,Iowa,14908
2016-10,Kansas,17656
2016-10,Kentucky,378973
2016-10,Louisiana,32820
2016-10,Maine,12954
2016-10,Maryland,14405
2016-10,Massachusetts,19500
2016-10,Michigan,49099
2016-10,Minnesota,70854
2016-10,Mississippi,21433
2016-10,Missouri,50651
2016-10,Montana,13411
2016-10,Nebraska,7834
2016-10,Nevada,12026
2016-10,New Hampshire,15045
2016-10,New Jersey,10175
2016-10,New Mexico,13089
2016-10,New York,37907
2016-10,North Carolina,49372
2016-10,North Dakota,7283
2016-10,Ohio,71864
2016-10,Oklahoma,28578
2016-10,Oregon,28948
2016-10,Pennsylvania,103095
2016-10,Puerto Rico,1429
2016-10,Rhode Island,2448
2016-10,South Carolina,31780
2016-10,South Dakota,12670
2016-10,Tennessee,56652
2016-10,Texas,144467
2016-10,Utah,23339
2016-10,Vermont,3769
2016-10,Virgin Islands,66
2016-10,Virginia,46862
2016-10,Washington,57746
2016-10,West Virginia,20035
2016-10,Wisconsin,63442
2016-10,Wyoming,5228
2016-09,Alabama,41336
2016-09,Alaska,6867
2016-09,Arizona,33390
2016-09,Arkansas,18826
2016-09,California,159077
2016-09,Colorado,40013
2016-09,Connecticut,14955
2016-09,Delaware,4160
2016-09,District of Columbia,52
2016-09,Florida,102843
2016-09,Georgia,41621
2016-09,Guam,189
2016-09,Hawaii,1247
2016-09,Idaho,12611
2016-09,Illinois,127535
2016-09,Indiana,63820
2016-09,Iowa,12094
2016-09,Kansas,14051
2016-09,Kentucky,298753
2016-09,Louisiana,33656
2016-09,Maine,10550
2016-09,Maryland,12161
2016-09,Massachusetts,17481
2016-09,Michigan,41363
2016-09,Minnesota,58507
2016-09,Mississippi,19705
2016-09,Missouri,41437
2016-09,Montana,11479
2016-09,Nebraska,6099
2016-09,Nevada,10434
2016-09,New Hampshire,13329
2016-09,New Jersey,9309
2016-09,New Mexico,11867
2016-09,New York,33599
2016-09,North Carolina,46452
2016-09,North Dakota,5883
2016-09,Ohio,58828
2016-09,Oklahoma,25309
2016-09,Oregon,26487
2016-09,Pennsylvania,86424
2016-09,Puerto Rico,1383
2016-09,Rhode Island,2052
2016-09,South Carolina,28988
2016-09,South Dakota,9284
2016-09,Tennessee,48546
2016-09,Texas,126694
2016-09,Utah,19914
2016-09,Vermont,3130
2016-09,Virgin Islands,75
2016-09,Virginia,38779
2016-09,Washington,48147
2016-09,West Virginia,18079
2016-09,Wisconsin,59639
2016-09,Wyoming,5086
2016-08,Alabama,42455
2016-08,Alaska,7194
2016-08,Arizona,33422
2016-08,Arkansas,21692
2016-08,California,176770
2016-08,Colorado,40996
2016-08,Connecticut,27353
2016-08,Delaware,4169
2016-08,District of Columbia,62
2016-08,Florida,114446
2016-08,Georgia,44370
2016-08,Guam,170
2016-08,Hawaii,1305
2016-08,Idaho,11635
2016-08,Illinois,185912
2016-08,Indiana,79202
2016-08,Iowa,12518
2016-08,Kansas,13770
2016-08,Kentucky,29746
2016-08,Louisiana,30716
2016-08,Maine,8204
2016-08,Mariana Islands,3
2016-08,Maryland,12510
2016-08,Massachusetts,18138
2016-08,Michigan,41493
2016-08,Minnesota,51700
2016-08,Mississippi,26351
2016-08,Missouri,44182
2016-08,Montana,10672
2016-08,Nebraska,6405
2016-08,Nevada,10520
2016-08,New Hampshire,12039
2016-08,New Jersey,9728
2016-08,New Mexico,12341
2016-08,New York,30808
2016-08,North Carolina,46518
2016-08,North Dakota,5461
2016-08,Ohio,62418
2016-08,Oklahoma,25927
2016-08,Oregon,22911
2016-08,Pennsylvania,86652
2016-08,Puerto Rico,1370
2016-08,Rhode Island,2090
2016-08,South Carolina,31389
2016-08,South Dakota,7873
2016-08,Tennessee,60971
2016-08,Texas,124608
2016-08,Utah,21178
2016-08,Vermont,2724
2016-08,Virgin Islands,90
2016-08,Virginia,38667
2016-08,Washington,46645
2016-08,West Virginia,17315
2016-08,Wisconsin,53689
2016-08,Wyoming,5295
2016-07,Alabama,48927
2016-07,Alaska,6793
2016-07,Arizona,34496
2016-07,Arkansas,19378
2016-07,California,190218
2016-07,Colorado,43094
2016-07,Connecticut,29755
2016-07,Delaware,4494
2016-07,District of Columbia,60
2016-07,Florida,125208
2016-07,Georgia,49183
2016-07,Guam,173
2016-07,Hawaii,1565
2016-07,Idaho,12154
2016-07,Illinois,168227
2016-07,Indiana,88340
2016-07,Iowa,11937
2016-07,Kansas,14140
2016-07,Kentucky,363085
2016-07,Louisiana,41063
2016-07,Maine,7702
2016-07,Maryland,12228
2016-07,Massachusetts,20480
2016-07,Michigan,40142
2016-07,Minnesota,43368
2016-07,Mississippi,21907
2016-07,Missouri,46637
2016-07,Montana,9869
2016-07,Nebraska,5429
2016-07,Nevada,11785
2016-07,New Hampshire,13068
2016-07,New Jersey,10074
2016-07,New Mexico,12219
2016-07,New York,29513
2016-07,North Carolina,44123
2016-07,North Dakota,5470
2016-07,Ohio,63148
2016-07,Oklahoma,25946
2016-07,Oregon,24813
2016-07,Pennsylvania,86137
2016-07,Puerto Rico,1331
2016-07,Rhode Island,2368
2016-07,South Carolina,32730
2016-07,South Dakota,7406
2016-07,Tennessee,57653
2016-07,Texas,127207
2016-07,Utah,17608
2016-07,Vermont,2674
2016-07,Virgin Islands,105
2016-07,Virginia,43574
2016-07,Washington,47887
2016-07,West Virginia,16791
2016-07,Wisconsin,38922
2016-07,Wyoming,4585
2016-06,Alabama,44976
2016-06,Alaska,7406
2016-06,Arizona,32540
2016-06,Arkansas,18779
2016-06,California,173846
2016-06,Colorado,41134
2016-06,Connecticut,33475
2016-06,Delaware,4987
2016-06,District of Columbia,72
2016-06,Florida,125567
2016-06,Georgia,42626
2016-06,Guam,164
2016-06,Hawaii,1754
2016-06,Idaho,12947
2016-06,Illinois,164500
2016-06,Indiana,94326
2016-06,Iowa,12209
2016-06,Kansas,12364
2016-06,Kentucky,360293
2016-06,Louisiana,26278
2016-06,Maine,7858
2016-06,Maryland,11647
2016-06,Massachusetts,17743
2016-06,Michigan,39580
2016-06,Minnesota,47916
2016-06,Mississippi,17507
2016-06,Missouri,45384
2016-06,Montana,10610
2016-06,Nebraska,5777
2016-06,Nevada,11771
2016-06,New Hampshire,12661
2016-06,New Jersey,10806
2016-06,New Mexico,12560
2016-06,New York,28472
2016-06,North Carolina,44535
2016-06,North Dakota,6568
2016-06,Ohio,60366
2016-06,Oklahoma,26167
2016-06,Oregon,25502
2016-06,Pennsylvania,80806
2016-06,Puerto Rico,1298
2016-06,Rhode Island,2302
2016-06,South Carolina,30209
2016-06,South Dakota,7519
2016-06,Tennessee,56218
2016-06,Texas,120263
2016-06,Utah,28189
2016-06,Vermont,2688
2016-06,Virgin Islands,106
2016-06,Virginia,37593
2016-06,Washington,50487
2016-06,West Virginia,16423
2016-06,Wisconsin,30747
2016-06,Wyoming,4812
2016-05,Alabama,36157
2016-05,Alaska,5991
2016-05,Arizona,28671
2016-05,Arkansas,16422
2016-05,California,166035
2016-05,Colorado,36512
2016-05,Connecticut,29247
2016-05,Delaware,4355
2016-05,District of Columbia,110
2016-05,Florida,94732
2016-05,Georgia,33740
2016-05,Guam,194
2016-05,Hawaii,1316
2016-05,Idaho,8658
2016-05,Illinois,119574
2016-05,Indiana,119897
2016-05,Iowa,12578
2016-05,Kansas,10559
2016-05,Kentucky,321666
2016-05,Louisiana,20462
2016-05,Maine,6572
2016-05,Maryland,11176
2016-05,Massachusetts,15449
2016-05,Michigan,37823
2016-05,Minnesota,42135
2016-05,Mississippi,15159
2016-05,Missouri,40752
2016-05,Montana,9551
2016-05,Nebraska,4956
2016-05,Nevada,10105
2016-05,New Hampshire,10869
2016-05,New Jersey,9770
2016-05,New Mexico,10847
2016-05,New York,26336
2016-05,North Carolina,38727
2016-05,North Dakota,4620
2016-05,Ohio,58406
2016-05,Oklahoma,21379
2016-05,Oregon,21266
2016-05,Pennsylvania,70244
2016-05,Puerto Rico,1202
2016-05,Rhode Island,1648
2016-05,South Carolina,24923
2016-05,South Dakota,6403
2016-05,Tennessee,44044
2016-05,Texas,104134
2016-05,Utah,24045
2016-05,Vermont,2247
2016-05,Virgin Islands,112
2016-05,Virginia,30787
2016-05,Washington,41282
2016-05,West Virginia,14918
2016-05,Wisconsin,27431
2016-05,Wyoming,4504
2016-04,Alabama,41239
2016-04,Alaska,6867
2016-04,Arizona,32005
2016-04,Arkansas,19048
2016-04,California,171256
2016-04,Colorado,41636
2016-04,Connecticut,32657
2016-04,Delaware,4316
2016-04,District of Columbia,69
2016-04,Florida,104114
2016-04,Georgia,41265
2016-04,Guam,160
2016-04,Hawaii,1453
2016-04,Idaho,10638
2016-04,Illinois,154306
2016-04,Indiana,126579
2016-04,Iowa,15435
2016-04,Kansas,13227
2016-04,Kentucky,306214
2016-04,Louisiana,23719
2016-04,Maine,8567
2016-04,Maryland,13007
2016-04,Massachusetts,17505
2016-04,Michigan,48163
2016-04,Minnesota,57100
2016-04,Mississippi,17182
2016-04,Missouri,49098
2016-04,Montana,10728
2016-04,Nebraska,6280
2016-04,Nevada,11803
2016-04,New Hampshire,12630
2016-04,New Jersey,10465
2016-04,New Mexico,12421
2016-04,New York,31789
2016-04,North Carolina,43592
2016-04,North Dakota,6039
2016-04,Ohio,71881
2016-04,Oklahoma,26489
2016-04,Oregon,23132
2016-04,Pennsylvania,88140
2016-04,Puerto Rico,1185
2016-04,Rhode Island,2125
2016-04,South Carolina,30929
2016-04,South Dakota,8275
2016-04,Tennessee,57837
2016-04,Texas,126292
2016-04,Utah,30706
2016-04,Vermont,3220
2016-04,Virgin Islands,85
2016-04,Virginia,36219
2016-04,Washington,65565
2016-04,West Virginia,17825
2016-04,Wisconsin,38403
2016-04,Wyoming,5029
2016-03,Alabama,55486
2016-03,Alaska,6982
2016-03,Arizona,35795
2016-03,Arkansas,24390
2016-03,California,201041
2016-03,Colorado,46430
2016-03,Connecticut,35332
2016-03,Delaware,4986
2016-03,District of Columbia,85
2016-03,Florida,119207
2016-03,Georgia,55396
2016-03,Guam,188
2016-03,Hawaii,1469
2016-03,Idaho,13824
2016-03,Illinois,175762
2016-03,Indiana,151821
2016-03,Iowa,23526
2016-03,Kansas,16593
2016-03,Kentucky,321318
2016-03,Louisiana,26552
2016-03,Maine,9429
2016-03,Maryland,14546
2016-03,Massachusetts,20450
2016-03,Michigan,59827
2016-03,Minnesota,56311
2016-03,Mississippi,21727
2016-03,Missouri,64449
2016-03,Montana,11967
2016-03,Nebraska,8315
2016-03,Nevada,13550
2016-03,New Hampshire,14498
2016-03,New Jersey,11138
2016-03,New Mexico,13999
2016-03,New York,34781
2016-03,North Carolina,53581
2016-03,North Dakota,6281
2016-03,Ohio,85267
2016-03,Oklahoma,29112
2016-03,Oregon,27093
2016-03,Pennsylvania,105145
2016-03,Puerto Rico,1188
2016-03,Rhode Island,2516
2016-03,South Carolina,38503
2016-03,South Dakota,9178
2016-03,Tennessee,51955
2016-03,Texas,152465
2016-03,Utah,30548
2016-03,Vermont,3861
2016-03,Virgin Islands,90
2016-03,Virginia,42741
2016-03,Washington,126000
2016-03,West Virginia,22143
2016-03,Wisconsin,44925
2016-03,Wyoming,5302
2016-02,Alabama,77411
2016-02,Alaska,6779
2016-02,Arizona,35307
2016-02,Arkansas,27506
2016-02,California,214844
2016-02,Colorado,47302
2016-02,Connecticut,32110
2016-02,Delaware,5173
2016-02,District of Columbia,95
2016-02,Florida,132010
