month,state,killed,injured
2-Jun-01,Illinois,0,1
2-May-01,Illinois,0,1
29-Jan-,Illinois,0,1
29-Dec-,Illinois,0,3
7-Dec-01,Illinois,0,1
27-Nov-,Illinois,0,1
19-Nov-,Illinois,0,1
14-Oct-,Illinois,0,1
11-Oct-,Illinois,0,1
30-Aug-,Illinois,0,1
19-May-,Illinois,0,1
22-Apr-,Illinois,0,1
16-Mar-,Illinois,0,1
10-Mar-,Illinois,0,1
3-Mar-01,Illinois,0,1
30-Jan-,Illinois,0,1
17-Jan-,Illinois,0,1
16-Jan-,Illinois,0,1
17-Nov-,Illinois,0,1
4-Aug-01,Illinois,0,1
15-Jul-,Illinois,0,2
26-Jun-,Illinois,0,1
12-May-,Illinois,0,1
15-Apr-,Illinois,0,1
28-Mar-,Illinois,0,1
23-Mar-,Illinois,0,1
1-Mar-01,Illinois,0,1
29-Nov-,Illinois,0,1
2018-09,Illinois,,
2018-08,Illinois,,
2018-07,Illinois,,
2018-06,Illinois,,
2018-05,Illinois,,
2018-04,Illinois,,
2018-03,Illinois,,
2018-02,Illinois,,
2018-01,Illinois,,
2017-12,Illinois,,
2017-11,Illinois,,
2017-10,Illinois,,
2017-09,Illinois,,
2017-08,Illinois,,
2017-07,Illinois,,
2017-06,Illinois,,
2017-05,Illinois,,
2017-04,Illinois,,
2017-03,Illinois,,
2017-02,Illinois,,
2017-01,Illinois,,
2016-12,Illinois,,
2016-11,Illinois,,
2016-10,Illinois,,
2016-09,Illinois,,
2016-08,Illinois,,
2016-07,Illinois,,
2016-06,Illinois,,
2016-05,Illinois,,
2016-04,Illinois,,
2016-03,Illinois,,
2016-02,Illinois,,
2016-01,Illinois,,
2015-12,Illinois,,
2015-11,Illinois,,
2015-10,Illinois,,
2015-09,Illinois,,
2015-08,Illinois,,
2015-07,Illinois,,
2015-06,Illinois,,
2015-05,Illinois,,
2015-04,Illinois,,
2015-03,Illinois,,
2015-02,Illinois,,
2015-01,Illinois,,
2014-12,Illinois,,
2014-11,Illinois,,
3-Aug-01,Indiana,0,1
31-May-,Indiana,0,1
15-May-,Indiana,0,1
15-Apr-,Indiana,1,1
28-Feb-,Indiana,0,1
18-Dec-,Indiana,0,1
28-Jun-,Indiana,0,1
28-May-,Indiana,0,1
20-May-,Indiana,0,1
13-May-,Indiana,0,1
9-May-01,Indiana,0,1
27-Dec-,Indiana,0,1
4-Dec-01,Indiana,0,1
13-Nov-,Indiana,0,1
6-Nov-01,Indiana,0,2
17-Oct-,Indiana,0,2
20-Sep-,Indiana,0,1
15-Aug-,Indiana,0,1
4-Aug-01,Indiana,0,1
14-May-,Indiana,0,1
25-Apr-,Indiana,0,1
24-Apr-,Indiana,0,1
12-Apr-,Indiana,0,1
9-Apr-01,Indiana,0,1
12-Feb-,Indiana,0,1
26-Dec-,Indiana,0,1
20-Dec-,Indiana,0,1
26-Nov-,Indiana,0,1
17-Nov-,Indiana,0,1
18-Sep-,Indiana,0,1
13-Sep-,Indiana,0,1
21-Aug-,Indiana,0,1
14-Aug-,Indiana,0,1
2-Mar-01,Indiana,0,1
16-Feb-,Indiana,0,1
2018-09,Indiana,,
2018-08,Indiana,,
2018-07,Indiana,,
2018-06,Indiana,,
2018-05,Indiana,,
2018-04,Indiana,,
2018-03,Indiana,,
2018-02,Indiana,,
2018-01,Indiana,,
2017-12,Indiana,,
2017-11,Indiana,,
2017-10,Indiana,,
2017-09,Indiana,,
2017-08,Indiana,,
2017-07,Indiana,,
2017-06,Indiana,,
2017-05,Indiana,,
2017-04,Indiana,,
2017-03,Indiana,,
2017-02,Indiana,,
2017-01,Indiana,,
2016-12,Indiana,,
2016-11,Indiana,,
2016-10,Indiana,,
2016-09,Indiana,,
2016-08,Indiana,,
2016-07,Indiana,,
2016-06,Indiana,,
2016-05,Indiana,,
2016-04,Indiana,,
2016-03,Indiana,,
2016-02,Indiana,,
2016-01,Indiana,,
2015-12,Indiana,,
2015-11,Indiana,,
2015-10,Indiana,,
2015-09,Indiana,,
2015-08,Indiana,,
2015-07,Indiana,,
2015-06,Indiana,,
2015-05,Indiana,,
2015-04,Indiana,,
2015-03,Indiana,,
2015-02,Indiana,,
2015-01,Indiana,,
2014-12,Indiana,,
2014-11,Indiana,,
8-Jul-01,Iowa,0,1
15-May-,Iowa,0,1
10-Dec-,Iowa,0,1
5-Dec-01,Iowa,0,1
16-Nov-,Iowa,0,1
26-Jul-,Iowa,0,1
3-May-01,Iowa,0,1
28-Mar-,Iowa,0,1
25-Jun-,Iowa,0,1
24-Nov-,Iowa,0,2
6-Sep-01,Iowa,0,1
2018-09,Iowa,,
2018-08,Iowa,,
2018-07,Iowa,,
2018-06,Iowa,,
2018-05,Iowa,,
2018-04,Iowa,,
2018-03,Iowa,,
2018-02,Iowa,,
2018-01,Iowa,,
2017-12,Iowa,,
2017-11,Iowa,,
2017-10,Iowa,,
2017-09,Iowa,,
2017-08,Iowa,,
2017-07,Iowa,,
2017-06,Iowa,,
2017-05,Iowa,,
2017-04,Iowa,,
2017-03,Iowa,,
2017-02,Iowa,,
2017-01,Iowa,,
2016-12,Iowa,,
2016-11,Iowa,,
2016-10,Iowa,,
2016-09,Iowa,,
2016-08,Iowa,,
2016-07,Iowa,,
2016-06,Iowa,,
2016-05,Iowa,,
2016-04,Iowa,,
2016-03,Iowa,,
2016-02,Iowa,,
2016-01,Iowa,,
2015-12,Iowa,,
2015-11,Iowa,,
2015-10,Iowa,,
2015-09,Iowa,,
2015-08,Iowa,,
2015-07,Iowa,,
2015-06,Iowa,,
2015-05,Iowa,,
2015-04,Iowa,,
2015-03,Iowa,,
2015-02,Iowa,,
2015-01,Iowa,,
2014-12,Iowa,,
2014-11,Iowa,,
16-Apr-,Kansas,0,1
8-Mar-01,Kansas,0,1
9-Sep-01,Kansas,0,1
24-Mar-,Kansas,0,3
22-Feb-,Kansas,0,1
9-Feb-01,Kansas,0,1
2-Jan-01,Kansas,0,1
16-Oct-,Kansas,0,1
28-Aug-,Kansas,0,1
4-Feb-01,Kansas,0,1
22-Dec-,Kansas,0,1
12-Aug-,Kansas,0,1
24-Jul-,Kansas,0,1
22-Jul-,Kansas,0,1
21-May-,Kansas,0,1
18-Jan-,Kansas,0,1
2018-09,Kansas,,
2018-08,Kansas,,
2018-07,Kansas,,
2018-06,Kansas,,
2018-05,Kansas,,
2018-04,Kansas,,
2018-03,Kansas,,
2018-02,Kansas,,
2018-01,Kansas,,
2017-12,Kansas,,
2017-11,Kansas,,
2017-10,Kansas,,
2017-09,Kansas,,
2017-08,Kansas,,
2017-07,Kansas,,
2017-06,Kansas,,
2017-05,Kansas,,
2017-04,Kansas,,
2017-03,Kansas,,
2017-02,Kansas,,
2017-01,Kansas,,
2016-12,Kansas,,
2016-11,Kansas,,
2016-10,Kansas,,
2016-09,Kansas,,
2016-08,Kansas,,
2016-07,Kansas,,
2016-06,Kansas,,
2016-05,Kansas,,
2016-04,Kansas,,
2016-03,Kansas,,
2016-02,Kansas,,
2016-01,Kansas,,
2015-12,Kansas,,
2015-11,Kansas,,
2015-10,Kansas,,
2015-09,Kansas,,
2015-08,Kansas,,
2015-07,Kansas,,
2015-06,Kansas,,
2015-05,Kansas,,
2015-04,Kansas,,
2015-03,Kansas,,
2015-02,Kansas,,
2015-01,Kansas,,
2014-12,Kansas,,
2014-11,Kansas,,
7-Jul-01,Kentucky,0,1
9-Mar-01,Kentucky,0,1
28-Jan-,Kentucky,0,1
26-Jan-,Kentucky,0,1
9-Dec-01,Kentucky,0,1
19-Jul-,Kentucky,0,1
23-Jun-,Kentucky,0,1
29-May-,Kentucky,0,1
11-May-,Kentucky,0,1
29-Apr-,Kentucky,0,1
17-Dec-,Kentucky,0,1
12-Oct-,Kentucky,0,1
26-Sep-,Kentucky,0,1
5-Sep-01,Kentucky,0,1
30-Aug-,Kentucky,0,1
14-Jul-,Kentucky,0,1
13-Jul-,Kentucky,0,1
28-May-,Kentucky,0,1
25-May-,Kentucky,0,1
20-Mar-,Kentucky,0,1
3-Mar-01,Kentucky,0,1
24-Oct-,Kentucky,0,1
1-Oct-01,Kentucky,0,1
1-Jul-01,Kentucky,0,1
2018-09,Kentucky,,
2018-08,Kentucky,,
2018-07,Kentucky,,
2018-06,Kentucky,,
2018-05,Kentucky,,
2018-04,Kentucky,,
2018-03,Kentucky,,
2018-02,Kentucky,,
2018-01,Kentucky,,
2017-12,Kentucky,,
2017-11,Kentucky,,
2017-10,Kentucky,,
2017-09,Kentucky,,
2017-08,Kentucky,,
2017-07,Kentucky,,
2017-06,Kentucky,,
2017-05,Kentucky,,
2017-04,Kentucky,,
2017-03,Kentucky,,
2017-02,Kentucky,,
2017-01,Kentucky,,
2016-12,Kentucky,,
2016-11,Kentucky,,
2016-10,Kentucky,,
2016-09,Kentucky,,
2016-08,Kentucky,,
2016-07,Kentucky,,
2016-06,Kentucky,,
2016-05,Kentucky,,
2016-04,Kentucky,,
2016-03,Kentucky,,
2016-02,Kentucky,,
2016-01,Kentucky,,
2015-12,Kentucky,,
2015-11,Kentucky,,
2015-10,Kentucky,,
2015-09,Kentucky,,
2015-08,Kentucky,,
2015-07,Kentucky,,
2015-06,Kentucky,,
2015-05,Kentucky,,
2015-04,Kentucky,,
2015-03,Kentucky,,
2015-02,Kentucky,,
2015-01,Kentucky,,
2014-12,Kentucky,,
2014-11,Kentucky,,
18-Jul-,Louisiana,0,1
11-Jul-,Louisiana,0,1
1-Jun-01,Louisiana,0,1
28-May-,Louisiana,0,0
24-May-,Louisiana,0,1
19-May-,Louisiana,0,1
1-Apr-01,Louisiana,0,1
5-Mar-01,Louisiana,0,1
4-Mar-01,Louisiana,0,1
16-Feb-,Louisiana,0,1
8-Jan-01,Louisiana,0,1
9-Dec-01,Louisiana,0,1
2-Sep-01,Louisiana,0,1
5-Jul-01,Louisiana,0,1
14-May-,Louisiana,0,1
25-Apr-,Louisiana,0,1
28-Feb-,Louisiana,0,2
15-Jan-,Louisiana,0,1
10-Jan-,Louisiana,0,1
24-Dec-,Louisiana,0,1
1-Dec-01,Louisiana,0,1
30-Oct-,Louisiana,0,1
22-Jun-,Louisiana,0,1
11-Jun-,Louisiana,0,1
23-Apr-,Louisiana,0,1
6-Feb-01,Louisiana,0,1
18-Jan-,Louisiana,0,1
23-Dec-,Louisiana,0,1
24-Nov-,Louisiana,0,1
17-Oct-,Louisiana,0,1
6-Sep-01,Louisiana,0,1
27-Jul-,Louisiana,0,1
26-May-,Louisiana,0,1
15-May-,Louisiana,0,1
17-Apr-,Louisiana,0,1
30-Jan-,Louisiana,0,1
7-Jan-01,Louisiana,0,1
2018-09,Louisiana,,
2018-08,Louisiana,,
2018-07,Louisiana,,
2018-06,Louisiana,,
2018-05,Louisiana,,
2018-04,Louisiana,,
2018-03,Louisiana,,
2018-02,Louisiana,,
2018-01,Louisiana,,
2017-12,Louisiana,,
2017-11,Louisiana,,
2017-10,Louisiana,,
2017-09,Louisiana,,
2017-08,Louisiana,,
2017-07,Louisiana,,
2017-06,Louisiana,,
2017-05,Louisiana,,
2017-04,Louisiana,,
2017-03,Louisiana,,
2017-02,Louisiana,,
2017-01,Louisiana,,
2016-12,Louisiana,,
2016-11,Louisiana,,
2016-10,Louisiana,,
2016-09,Louisiana,,
2016-08,Louisiana,,
2016-07,Louisiana,,
2016-06,Louisiana,,
2016-05,Louisiana,,
2016-04,Louisiana,,
2016-03,Louisiana,,
2016-02,Louisiana,,
2016-01,Louisiana,,
2015-12,Louisiana,,
2015-11,Louisiana,,
2015-10,Louisiana,,
2015-09,Louisiana,,
2015-08,Louisiana,,
2015-07,Louisiana,,
2015-06,Louisiana,,
2015-05,Louisiana,,
2015-04,Louisiana,,
2015-03,Louisiana,,
2015-02,Louisiana,,
2015-01,Louisiana,,
2014-12,Louisiana,,
2014-11,Louisiana,,
27-Jan-,Maine,0,1
3-Nov-01,Maine,0,1
22-Oct-,Maine,0,1
14-Mar-,Maine,0,1
2018-09,Maine,,
2018-08,Maine,,
2018-07,Maine,,
2018-06,Maine,,
2018-05,Maine,,
2018-04,Maine,,
2018-03,Maine,,
2018-02,Maine,,
2018-01,Maine,,
2017-12,Maine,,
2017-11,Maine,,
2017-10,Maine,,
2017-09,Maine,,
2017-08,Maine,,
2017-07,Maine,,
2017-06,Maine,,
2017-05,Maine,,
2017-04,Maine,,
2017-03,Maine,,
2017-02,Maine,,
2017-01,Maine,,
2016-12,Maine,,
2016-11,Maine,,
2016-10,Maine,,
2016-09,Maine,,
2016-08,Maine,,
2016-07,Maine,,
2016-06,Maine,,
2016-05,Maine,,
2016-04,Maine,,
2016-03,Maine,,
2016-02,Maine,,
2016-01,Maine,,
2015-12,Maine,,
2015-11,Maine,,
2015-10,Maine,,
2015-09,Maine,,
2015-08,Maine,,
2015-07,Maine,,
2015-06,Maine,,
2015-05,Maine,,
2015-04,Maine,,
2015-03,Maine,,
2015-02,Maine,,
2015-01,Maine,,
2014-12,Maine,,
2014-11,Maine,,
2018-09,Mariana Islands,,
2018-08,Mariana Islands,,
2018-07,Mariana Islands,,
2018-06,Mariana Islands,,
2018-05,Mariana Islands,,
2018-04,Mariana Islands,,
2018-03,Mariana Islands,,
2018-02,Mariana Islands,,
2018-01,Mariana Islands,,
2017-12,Mariana Islands,,
2017-11,Mariana Islands,,
2017-10,Mariana Islands,,
2017-09,Mariana Islands,,
2017-08,Mariana Islands,,
2017-07,Mariana Islands,,
2017-06,Mariana Islands,,
2017-05,Mariana Islands,,
2017-04,Mariana Islands,,
2017-03,Mariana Islands,,
2016-11,Mariana Islands,,
2016-08,Mariana Islands,,
2016-01,Mariana Islands,,
2015-02,Mariana Islands,,
22-Jul-,Maryland,0,1
21-Oct-,Maryland,0,1
3-Jun-01,Maryland,0,1
9-Feb-01,Maryland,0,1
2018-09,Maryland,,
2018-08,Maryland,,
2018-07,Maryland,,
2018-06,Maryland,,
2018-05,Maryland,,
2018-04,Maryland,,
2018-03,Maryland,,
2018-02,Maryland,,
2018-01,Maryland,,
2017-12,Maryland,,
2017-11,Maryland,,
2017-10,Maryland,,
2017-09,Maryland,,
2017-08,Maryland,,
2017-07,Maryland,,
2017-06,Maryland,,
2017-05,Maryland,,
2017-04,Maryland,,
2017-03,Maryland,,
2017-02,Maryland,,
2017-01,Maryland,,
2016-12,Maryland,,
2016-11,Maryland,,
2016-10,Maryland,,
2016-09,Maryland,,
2016-08,Maryland,,
2016-07,Maryland,,
2016-06,Maryland,,
2016-05,Maryland,,
2016-04,Maryland,,
2016-03,Maryland,,
2016-02,Maryland,,
2016-01,Maryland,,
2015-12,Maryland,,
2015-11,Maryland,,
2015-10,Maryland,,
2015-09,Maryland,,
2015-08,Maryland,,
2015-07,Maryland,,
2015-06,Maryland,,
2015-05,Maryland,,
2015-04,Maryland,,
2015-03,Maryland,,
2015-02,Maryland,,
2015-01,Maryland,,
2014-12,Maryland,,
2014-11,Maryland,,
5-Jun-01,Massachusetts,0,1
11-May-,Massachusetts,0,1
24-Dec-,Massachusetts,0,1
9-Apr-01,Massachusetts,0,1
17-Feb-,Massachusetts,0,1
8-Dec-01,Massachusetts,0,1
2018-09,Massachusetts,,
2018-08,Massachusetts,,
2018-07,Massachusetts,,
2018-06,Massachusetts,,
2018-05,Massachusetts,,
2018-04,Massachusetts,,
2018-03,Massachusetts,,
2018-02,Massachusetts,,
2018-01,Massachusetts,,
2017-12,Massachusetts,,
2017-11,Massachusetts,,
2017-10,Massachusetts,,
2017-09,Massachusetts,,
2017-08,Massachusetts,,
2017-07,Massachusetts,,
2017-06,Massachusetts,,
2017-05,Massachusetts,,
2017-04,Massachusetts,,
2017-03,Massachusetts,,
2017-02,Massachusetts,,
2017-01,Massachusetts,,
2016-12,Massachusetts,,
2016-11,Massachusetts,,
2016-10,Massachusetts,,
2016-09,Massachusetts,,
2016-08,Massachusetts,,
2016-07,Massachusetts,,
2016-06,Massachusetts,,
2016-05,Massachusetts,,
2016-04,Massachusetts,,
2016-03,Massachusetts,,
2016-02,Massachusetts,,
2016-01,Massachusetts,,
2015-12,Massachusetts,,
2015-11,Massachusetts,,
2015-10,Massachusetts,,
2015-09,Massachusetts,,
2015-08,Massachusetts,,
2015-07,Massachusetts,,
2015-06,Massachusetts,,
2015-05,Massachusetts,,
2015-04,Massachusetts,,
2015-03,Massachusetts,,
2015-02,Massachusetts,,
2015-01,Massachusetts,,
2014-12,Massachusetts,,
2014-11,Massachusetts,,
5-Feb-01,Michigan,0,1
3-Nov-01,Michigan,0,1
1-Oct-01,Michigan,0,1
21-Jun-,Michigan,0,1
17-Jun-,Michigan,0,1
13-Jun-,Michigan,0,1
3-Jun-01,Michigan,0,1
8-May-01,Michigan,0,1
27-Mar-,Michigan,0,1
20-Mar-,Michigan,0,1
13-Mar-,Michigan,0,1
22-Feb-,Michigan,0,1
7-Jan-01,Michigan,0,1
27-Nov-,Michigan,0,1
15-Nov-,Michigan,0,1
12-Nov-,Michigan,0,1
9-Sep-01,Michigan,0,3
19-Aug-,Michigan,0,1
31-Jul-,Michigan,0,1
20-Jul-,Michigan,0,1
14-Jul-,Michigan,0,2
20-May-,Michigan,0,1
19-May-,Michigan,0,1
2-Dec-01,Michigan,0,1
29-Nov-,Michigan,0,1
14-Sep-,Michigan,0,1
8-Aug-01,Michigan,1,1
13-Apr-,Michigan,0,1
25-Mar-,Michigan,0,1
2018-09,Michigan,,
2018-08,Michigan,,
2018-07,Michigan,,
2018-06,Michigan,,
2018-05,Michigan,,
2018-04,Michigan,,
2018-03,Michigan,,
2018-02,Michigan,,
2018-01,Michigan,,
2017-12,Michigan,,
2017-11,Michigan,,
2017-10,Michigan,,
2017-09,Michigan,,
2017-08,Michigan,,
2017-07,Michigan,,
2017-06,Michigan,,
2017-05,Michigan,,
2017-04,Michigan,,
2017-03,Michigan,,
2017-02,Michigan,,
2017-01,Michigan,,
2016-12,Michigan,,
2016-11,Michigan,,
2016-10,Michigan,,
2016-09,Michigan,,
2016-08,Michigan,,
2016-07,Michigan,,
2016-06,Michigan,,
2016-05,Michigan,,
2016-04,Michigan,,
2016-03,Michigan,,
2016-02,Michigan,,
2016-01,Michigan,,
2015-12,Michigan,,
2015-11,Michigan,,
2015-10,Michigan,,
2015-09,Michigan,,
2015-08,Michigan,,
2015-07,Michigan,,
2015-06,Michigan,,
2015-05,Michigan,,
2015-04,Michigan,,
2015-03,Michigan,,
2015-02,Michigan,,
2015-01,Michigan,,
2014-12,Michigan,,
2014-11,Michigan,,
20-May-,Minnesota,0,1
28-Oct-,Minnesota,0,1
15-Oct-,Minnesota,0,1
23-Sep-,Minnesota,0,1
1-Jun-01,Minnesota,0,1
22-Apr-,Minnesota,0,1
9-Mar-01,Minnesota,1,1
2018-09,Minnesota,,
2018-08,Minnesota,,
2018-07,Minnesota,,
2018-06,Minnesota,,
2018-05,Minnesota,,
2018-04,Minnesota,,
2018-03,Minnesota,,
2018-02,Minnesota,,
2018-01,Minnesota,,
2017-12,Minnesota,,
2017-11,Minnesota,,
2017-10,Minnesota,,
2017-09,Minnesota,,
2017-08,Minnesota,,
2017-07,Minnesota,,
2017-06,Minnesota,,
2017-05,Minnesota,,
2017-04,Minnesota,,
2017-03,Minnesota,,
2017-02,Minnesota,,
2017-01,Minnesota,,
2016-12,Minnesota,,
2016-11,Minnesota,,
2016-10,Minnesota,,
2016-09,Minnesota,,
2016-08,Minnesota,,
2016-07,Minnesota,,
2016-06,Minnesota,,
2016-05,Minnesota,,
2016-04,Minnesota,,
2016-03,Minnesota,,
2016-02,Minnesota,,
2016-01,Minnesota,,
2015-12,Minnesota,,
2015-11,Minnesota,,
2015-10,Minnesota,,
2015-09,Minnesota,,
2015-08,Minnesota,,
2015-07,Minnesota,,
2015-06,Minnesota,,
2015-05,Minnesota,,
2015-04,Minnesota,,
2015-03,Minnesota,,
2015-02,Minnesota,,
2015-01,Minnesota,,
2014-12,Minnesota,,
2014-11,Minnesota,,
2-Jun-01,Mississippi,0,1
4-May-01,Mississippi,0,1
22-Mar-,Mississippi,0,1
12-Mar-,Mississippi,0,1
26-Jan-,Mississippi,0,1
1-Jan-01,Mississippi,0,1
7-Dec-01,Mississippi,0,1
18-Oct-,Mississippi,0,1
16-Oct-,Mississippi,0,1
30-Sep-,Mississippi,1,1
15-Sep-,Mississippi,0,1
8-Sep-01,Mississippi,0,1
4-Sep-01,Mississippi,0,1
1-Sep-01,Mississippi,0,1
20-Aug-,Mississippi,0,1
22-Jun-,Mississippi,0,1
31-May-,Mississippi,0,1
24-Apr-,Mississippi,0,1
14-Jan-,Mississippi,0,1
7-May-01,Mississippi,0,1
15-Apr-,Mississippi,0,1
13-Jan-,Mississippi,0,1
25-Oct-,Mississippi,0,1
20-Dec-,Mississippi,0,1
2018-09,Mississippi,,
2018-08,Mississippi,,
2018-07,Mississippi,,
2018-06,Mississippi,,
2018-05,Mississippi,,
2018-04,Mississippi,,
2018-03,Mississippi,,
2018-02,Mississippi,,
2018-01,Mississippi,,
2017-12,Mississippi,,
2017-11,Mississippi,,
2017-10,Mississippi,,
2017-09,Mississippi,,
2017-08,Mississippi,,
2017-07,Mississippi,,
2017-06,Mississippi,,
2017-05,Mississippi,,
2017-04,Mississippi,,
2017-03,Mississippi,,
2017-02,Mississippi,,
2017-01,Mississippi,,
2016-12,Mississippi,,
2016-11,Mississippi,,
2016-10,Mississippi,,
2016-09,Mississippi,,
2016-08,Mississippi,,
2016-07,Mississippi,,
2016-06,Mississippi,,
2016-05,Mississippi,,
2016-04,Mississippi,,
2016-03,Mississippi,,
2016-02,Mississippi,,
2016-01,Mississippi,,
2015-12,Mississippi,,
2015-11,Mississippi,,
2015-10,Mississippi,,
2015-09,Mississippi,,
2015-08,Mississippi,,
2015-07,Mississippi,,
2015-06,Mississippi,,
2015-05,Mississippi,,
2015-04,Mississippi,,
2015-03,Mississippi,,
2015-02,Mississippi,,
2015-01,Mississippi,,
2014-12,Mississippi,,
2014-11,Mississippi,,
25-Jul-,Missouri,0,1
22-Dec-,Missouri,0,1
14-Dec-,Missouri,0,1
6-Dec-01,Missouri,0,1
15-Nov-,Missouri,0,1
10-Sep-,Missouri,0,1
25-Aug-,Missouri,0,1
19-Aug-,Missouri,0,1
17-May-,Missouri,0,1
6-May-01,Missouri,0,1
19-Apr-,Missouri,0,1
7-Jan-01,Missouri,0,1
11-Dec-,Missouri,0,1
4-Jul-01,Missouri,0,1
5-May-01,Missouri,1,1
23-Feb-,Missouri,0,1
20-Dec-,Missouri,0,1
4-Aug-01,Missouri,0,1
16-Feb-,Missouri,0,1
2018-09,Missouri,,
2018-08,Missouri,,
2018-07,Missouri,,
2018-06,Missouri,,
2018-05,Missouri,,
2018-04,Missouri,,
2018-03,Missouri,,
2018-02,Missouri,,
2018-01,Missouri,,
2017-12,Missouri,,
2017-11,Missouri,,
2017-10,Missouri,,
2017-09,Missouri,,
2017-08,Missouri,,
2017-07,Missouri,,
2017-06,Missouri,,
2017-05,Missouri,,
2017-04,Missouri,,
2017-03,Missouri,,
2017-02,Missouri,,
2017-01,Missouri,,
2016-12,Missouri,,
2016-11,Missouri,,
2016-10,Missouri,,
2016-09,Missouri,,
2016-08,Missouri,,
2016-07,Missouri,,
2016-06,Missouri,,
2016-05,Missouri,,
2016-04,Missouri,,
2016-03,Missouri,,
2016-02,Missouri,,
2016-01,Missouri,,
2015-12,Missouri,,
2015-11,Missouri,,
2015-10,Missouri,,
2015-09,Missouri,,
2015-08,Missouri,,
2015-07,Missouri,,
2015-06,Missouri,,
2015-05,Missouri,,
2015-04,Missouri,,
2015-03,Missouri,,
2015-02,Missouri,,
2015-01,Missouri,,
2014-12,Missouri,,
